age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country
46,Self-emp-inc,95155,10th,8,Separated,Transport-moving,Husband,Asian-Pac-Islander,Male,0,0,40,Guatemala
45,Federal-gov,101046,11th,8,Married-AF-spouse,Transport-moving,Not-in-family,Asian-Pac-Islander,Female,1689,62,52,Outlying-US(Guam-USVI-etc)
34,?,-3190,1st-4th,10,Never-married,Farming-fishing,Other-relative,White,Female,7993,497,49,?
41,Private,388918,1st-4th,9,Divorced,Tech-support,Unmarried,Black,Female,7782,0,40,Dominican-Republic
69,Self-emp-inc,132644,7th-8th,10,Divorced,Tech-support,Other-relative,Black,Female,0,213,47,Yugoslavia
53,?,197367,1st-4th,7,Married-civ-spouse,Sales,Other-relative,White,Male,11602,217,44,Hungary
68,Self-emp-inc,466439,Doctorate,13,Divorced,Prof-specialty,Husband,White,Male,0,51,45,Mexico
45,Local-gov,282767,Doctorate,14,Never-married,Machine-op-inspct,Unmarried,Black,Male,0,248,27,Peru
26,Never-worked,307901,9th,13,Divorced,Priv-house-serv,Own-child,Asian-Pac-Islander,Female,13014,378,34,Columbia
30,State-gov,194870,Some-college,8,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,184,52,Taiwan
46,Self-emp-not-inc,171804,Masters,10,Separated,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Female,0,31,37,Ecuador
47,Local-gov,15416,Bachelors,14,Married-civ-spouse,Exec-managerial,Unmarried,Black,Female,0,475,15,Peru
54,Private,215631,Prof-school,4,Divorced,?,Not-in-family,Amer-Indian-Eskimo,Male,6021,564,57,Japan
41,Self-emp-inc,392042,7th-8th,10,Divorced,Handlers-cleaners,Not-in-family,White,Male,9392,685,38,Canada
41,?,132143,1st-4th,5,Married-spouse-absent,Armed-Forces,Own-child,White,Male,0,0,52,Columbia
54,?,137849,5th-6th,12,Never-married,Adm-clerical,Wife,White,Female,0,0,66,China
40,Self-emp-inc,231428,5th-6th,8,Married-civ-spouse,Farming-fishing,Husband,Amer-Indian-Eskimo,Male,7488,0,53,Italy
21,Without-pay,138655,Prof-school,13,Married-civ-spouse,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Male,15238,0,38,Cambodia
56,Without-pay,259729,5th-6th,9,Separated,Prof-specialty,Unmarried,Black,Female,10713,222,55,Haiti
40,Self-emp-not-inc,126320,1st-4th,11,Separated,Sales,Wife,Asian-Pac-Islander,Male,4416,0,56,Trinadad&Tobago
40,?,267141,11th,4,Married-AF-spouse,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,0,180,39,Scotland
47,State-gov,413184,7th-8th,8,Married-AF-spouse,Exec-managerial,Unmarried,White,Female,0,42,42,Dominican-Republic
52,Self-emp-inc,336317,11th,11,Never-married,Other-service,Husband,Other,Female,4841,0,36,China
18,Without-pay,176402,9th,5,Separated,Sales,Husband,Amer-Indian-Eskimo,Male,847,0,39,Taiwan
30,Without-pay,82124,5th-6th,8,Married-AF-spouse,Exec-managerial,Husband,White,Female,0,0,37,United-States
49,Local-gov,87548,Prof-school,11,Never-married,Farming-fishing,Wife,White,Male,4277,0,47,Greece
35,Never-worked,88989,Masters,11,Widowed,Priv-house-serv,Wife,Black,Female,317,158,63,Vietnam
16,Federal-gov,83473,Assoc-acdm,12,Separated,Adm-clerical,Unmarried,Black,Male,0,0,29,Iran
50,?,333370,10th,10,Never-married,Craft-repair,Husband,Black,Female,0,0,68,India
13,Self-emp-inc,240118,Assoc-acdm,7,Married-AF-spouse,Armed-Forces,Other-relative,Amer-Indian-Eskimo,Male,11974,507,55,?
38,Federal-gov,51335,Masters,10,Married-spouse-absent,Tech-support,Wife,White,Female,3272,660,36,Columbia
24,Private,227015,5th-6th,11,Married-spouse-absent,Prof-specialty,Own-child,White,Female,0,0,43,Outlying-US(Guam-USVI-etc)
21,State-gov,211084,9th,9,Divorced,Prof-specialty,Own-child,Amer-Indian-Eskimo,Female,0,124,46,Taiwan
26,?,160122,7th-8th,14,Married-AF-spouse,Tech-support,Husband,White,Female,0,179,64,Cuba
29,Federal-gov,281044,Preschool,9,Divorced,Machine-op-inspct,Other-relative,Black,Female,0,0,44,Outlying-US(Guam-USVI-etc)
11,Self-emp-not-inc,231958,5th-6th,10,Separated,Craft-repair,Other-relative,Other,Male,0,71,32,Hungary
30,State-gov,238430,11th,12,Widowed,Farming-fishing,Unmarried,Asian-Pac-Islander,Female,0,308,28,Ireland
40,Without-pay,313815,9th,9,Married-civ-spouse,Armed-Forces,Own-child,Asian-Pac-Islander,Male,1310,429,54,Dominican-Republic
59,Self-emp-inc,128091,11th,10,Never-married,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Male,6509,352,46,Japan
26,Never-worked,226539,Assoc-voc,7,Married-civ-spouse,Sales,Husband,White,Female,1302,10,30,Scotland
72,Never-worked,21783,HS-grad,10,Married-spouse-absent,Handlers-cleaners,Own-child,White,Female,3831,0,50,Laos
42,Local-gov,330748,9th,14,Married-AF-spouse,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,0,49,United-States
32,Self-emp-inc,368785,Preschool,13,Widowed,Armed-Forces,Husband,Black,Female,8629,0,41,Trinadad&Tobago
7,Self-emp-inc,357012,1st-4th,14,Married-AF-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,0,0,28,Italy
43,Local-gov,43083,Masters,10,Divorced,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Female,0,533,41,Holand-Netherlands
24,State-gov,245049,9th,9,Married-spouse-absent,Farming-fishing,Unmarried,Other,Female,4186,387,24,Holand-Netherlands
25,Self-emp-inc,181685,Preschool,14,Married-civ-spouse,?,Wife,Black,Male,3038,17,44,Scotland
34,Self-emp-inc,19002,Doctorate,12,Widowed,Farming-fishing,Husband,Amer-Indian-Eskimo,Male,1867,203,40,Guatemala
21,Self-emp-not-inc,252462,11th,10,Married-AF-spouse,Priv-house-serv,Wife,Other,Male,13261,0,46,Iran
21,Self-emp-inc,287476,9th,9,Never-married,Prof-specialty,Own-child,White,Female,8139,58,41,England
56,Local-gov,41294,9th,9,Widowed,Other-service,Unmarried,Other,Female,1413,974,38,?
11,State-gov,-24951,9th,10,Married-civ-spouse,Sales,Other-relative,Amer-Indian-Eskimo,Female,150,728,21,Laos
45,Self-emp-inc,313881,12th,7,Married-spouse-absent,Priv-house-serv,Husband,Asian-Pac-Islander,Female,0,0,45,India
23,?,97632,1st-4th,6,Separated,Farming-fishing,Wife,Asian-Pac-Islander,Male,0,0,49,Germany
52,State-gov,220382,12th,12,Married-AF-spouse,Craft-repair,Not-in-family,White,Female,2050,0,38,?
34,Self-emp-not-inc,338302,Bachelors,5,Separated,Prof-specialty,Own-child,Black,Male,5236,204,62,Italy
36,?,178825,Doctorate,12,Widowed,Craft-repair,Own-child,Black,Female,13135,0,58,Greece
39,Private,240065,HS-grad,9,Divorced,Craft-repair,Unmarried,Other,Female,2841,290,48,Thailand
40,Federal-gov,154962,7th-8th,14,Widowed,Farming-fishing,Not-in-family,Other,Female,8283,505,58,Mexico
48,Federal-gov,400093,Preschool,10,Married-AF-spouse,?,Husband,White,Male,0,295,24,Scotland
55,Self-emp-not-inc,289010,Some-college,9,Married-AF-spouse,Prof-specialty,Own-child,Amer-Indian-Eskimo,Female,2756,180,55,Canada
37,Without-pay,212997,Assoc-acdm,13,Divorced,Transport-moving,Other-relative,Asian-Pac-Islander,Female,5772,228,28,Philippines
47,Local-gov,177459,Some-college,10,Married-spouse-absent,Other-service,Other-relative,Amer-Indian-Eskimo,Male,0,0,44,Greece
22,Self-emp-not-inc,242986,Assoc-acdm,8,Separated,Armed-Forces,Wife,Amer-Indian-Eskimo,Female,0,0,52,South
29,State-gov,236537,Assoc-voc,17,Divorced,Tech-support,Other-relative,Other,Male,2090,222,38,Holand-Netherlands
44,?,274685,Assoc-voc,10,Widowed,Priv-house-serv,Not-in-family,White,Male,5015,0,52,Iran
10,Without-pay,252276,11th,7,Widowed,Machine-op-inspct,Other-relative,Amer-Indian-Eskimo,Male,0,672,41,Italy
37,Local-gov,265313,Doctorate,11,Married-civ-spouse,Craft-repair,Not-in-family,Other,Female,4362,503,18,Scotland
46,Local-gov,61088,Bachelors,10,Divorced,Priv-house-serv,Unmarried,Asian-Pac-Islander,Male,0,175,55,Yugoslavia
39,Federal-gov,130910,Doctorate,8,Divorced,Adm-clerical,Other-relative,Other,Male,0,208,45,Scotland
64,Self-emp-inc,235879,Some-college,11,Widowed,Farming-fishing,Wife,Other,Male,21486,0,48,Outlying-US(Guam-USVI-etc)
31,Without-pay,66696,Assoc-acdm,6,Married-AF-spouse,Craft-repair,Own-child,Other,Male,0,0,51,India
23,Local-gov,175494,12th,14,Married-civ-spouse,Machine-op-inspct,Own-child,Asian-Pac-Islander,Male,0,0,29,Cuba
42,Self-emp-inc,213877,9th,7,Separated,Armed-Forces,Unmarried,Other,Male,0,800,25,Yugoslavia
23,Federal-gov,215250,Bachelors,12,Divorced,Prof-specialty,Own-child,White,Male,2627,241,44,India
34,Federal-gov,195671,Doctorate,9,Separated,Transport-moving,Other-relative,White,Female,10912,0,40,Haiti
20,?,387455,Prof-school,12,Married-spouse-absent,Protective-serv,Husband,White,Female,0,269,35,India
18,Without-pay,126457,10th,6,Widowed,Priv-house-serv,Husband,Black,Female,5365,0,29,Peru
37,Private,291351,Some-college,12,Married-civ-spouse,?,Husband,Black,Female,6363,204,54,Iran
34,Self-emp-not-inc,195447,7th-8th,10,Married-spouse-absent,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,0,53,39,Nicaragua
41,State-gov,169857,Some-college,10,Widowed,Tech-support,Own-child,Black,Male,0,607,51,South
30,?,95860,5th-6th,8,Married-civ-spouse,Sales,Wife,Black,Male,183,354,30,Mexico
36,Never-worked,194914,Some-college,9,Married-AF-spouse,Farming-fishing,Own-child,Black,Male,4141,0,41,Ecuador
44,Private,104160,Doctorate,7,Married-spouse-absent,?,Not-in-family,Other,Male,8966,177,51,Poland
35,Private,164137,Assoc-acdm,9,Married-spouse-absent,Transport-moving,Wife,Other,Male,0,0,43,Vietnam
49,Private,134021,Preschool,12,Married-spouse-absent,Other-service,Other-relative,Asian-Pac-Islander,Male,0,0,32,Honduras
22,State-gov,301450,Some-college,10,Married-spouse-absent,Craft-repair,Other-relative,Black,Female,8667,0,1,Dominican-Republic
42,Federal-gov,97587,Some-college,7,Married-spouse-absent,Prof-specialty,Unmarried,White,Male,11877,957,38,India
40,Federal-gov,306143,Some-college,11,Married-AF-spouse,Adm-clerical,Not-in-family,Other,Male,13539,320,39,Laos
26,Never-worked,162714,Doctorate,10,Married-AF-spouse,?,Unmarried,White,Male,9554,0,75,Canada
18,?,244701,5th-6th,12,Married-spouse-absent,Armed-Forces,Husband,Asian-Pac-Islander,Female,0,300,68,Cuba
39,Federal-gov,175677,5th-6th,9,Widowed,Craft-repair,Own-child,Asian-Pac-Islander,Female,0,465,28,Hungary
16,Never-worked,149395,5th-6th,13,Married-AF-spouse,Other-service,Own-child,White,Female,0,0,48,Dominican-Republic
34,Self-emp-inc,382930,Masters,9,Married-civ-spouse,Machine-op-inspct,Other-relative,Black,Male,3740,0,47,Iran
42,State-gov,78519,9th,11,Divorced,Sales,Husband,Asian-Pac-Islander,Female,14130,241,35,Canada
38,Never-worked,-175847,10th,4,Separated,Protective-serv,Wife,White,Male,0,238,45,Yugoslavia
42,State-gov,210985,9th,6,Married-spouse-absent,Craft-repair,Unmarried,Amer-Indian-Eskimo,Male,0,563,42,Nicaragua
17,Self-emp-not-inc,160735,1st-4th,11,Married-AF-spouse,Exec-managerial,Own-child,Asian-Pac-Islander,Male,8997,0,35,Thailand
-6,Private,230028,Masters,7,Widowed,Farming-fishing,Wife,Amer-Indian-Eskimo,Male,17745,0,48,India
46,Never-worked,93425,5th-6th,7,Widowed,Tech-support,Wife,Asian-Pac-Islander,Male,2257,565,33,India
63,State-gov,139042,Masters,7,Divorced,Armed-Forces,Not-in-family,White,Female,10219,0,38,Poland
25,Without-pay,101185,11th,8,Never-married,Armed-Forces,Not-in-family,Other,Male,5369,107,40,Puerto-Rico
43,Private,67569,Preschool,9,Never-married,Exec-managerial,Other-relative,White,Male,0,27,22,Iran
44,Without-pay,220720,10th,10,Divorced,Other-service,Wife,Other,Male,14177,0,52,Italy
31,?,320261,Some-college,15,Divorced,Adm-clerical,Wife,White,Female,9783,191,27,Vietnam
46,Local-gov,138854,HS-grad,8,Married-spouse-absent,Adm-clerical,Wife,White,Female,0,373,39,Italy
41,State-gov,198564,Prof-school,12,Married-civ-spouse,Other-service,Other-relative,Amer-Indian-Eskimo,Male,3077,0,31,Columbia
59,Self-emp-not-inc,334824,7th-8th,7,Widowed,Sales,Other-relative,White,Female,0,117,50,Ireland
43,Never-worked,336986,10th,8,Married-AF-spouse,Priv-house-serv,Own-child,Amer-Indian-Eskimo,Female,0,485,29,Yugoslavia
47,Private,177972,Doctorate,10,Separated,Machine-op-inspct,Own-child,White,Male,6190,0,17,Columbia
44,Self-emp-not-inc,115687,Some-college,11,Married-spouse-absent,Transport-moving,Own-child,Asian-Pac-Islander,Female,3117,0,40,Mexico
34,Local-gov,242521,11th,12,Never-married,Tech-support,Husband,White,Female,0,0,71,Holand-Netherlands
14,Never-worked,146814,9th,10,Never-married,Protective-serv,Wife,Black,Male,0,375,17,?
16,Self-emp-inc,233350,HS-grad,5,Widowed,Transport-moving,Unmarried,Other,Female,8232,552,46,Taiwan
52,Self-emp-inc,289573,12th,8,Married-spouse-absent,Prof-specialty,Unmarried,Black,Female,454,307,34,Nicaragua
30,Never-worked,182757,1st-4th,9,Married-AF-spouse,?,Own-child,Amer-Indian-Eskimo,Female,7018,0,57,Mexico
38,Private,53440,Doctorate,13,Widowed,Other-service,Other-relative,White,Male,10779,480,22,Hong
61,Self-emp-not-inc,294494,10th,8,Divorced,?,Wife,Amer-Indian-Eskimo,Male,11015,0,59,Nicaragua
36,Private,114499,Preschool,11,Separated,?,Wife,Other,Female,0,639,36,South
63,Federal-gov,202603,Doctorate,10,Married-civ-spouse,Other-service,Wife,White,Female,0,439,37,Scotland
57,Private,264874,Preschool,10,Divorced,Sales,Husband,White,Female,3140,372,28,Taiwan
40,Federal-gov,256814,11th,12,Separated,Other-service,Unmarried,White,Male,4881,573,33,Dominican-Republic
64,Federal-gov,44600,Doctorate,10,Widowed,Sales,Unmarried,Black,Female,5829,906,31,Peru
4,Federal-gov,338259,Doctorate,10,Married-civ-spouse,Transport-moving,Not-in-family,Black,Male,6445,55,45,Puerto-Rico
37,Without-pay,108952,Assoc-acdm,11,Married-spouse-absent,Sales,Own-child,Amer-Indian-Eskimo,Female,0,287,43,El-Salvador
44,Federal-gov,191310,11th,9,Widowed,Prof-specialty,Other-relative,Other,Male,0,0,52,Outlying-US(Guam-USVI-etc)
24,Federal-gov,175111,Assoc-acdm,16,Married-civ-spouse,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Male,0,0,50,Vietnam
34,Federal-gov,90528,11th,14,Married-spouse-absent,Exec-managerial,Wife,White,Male,0,109,42,Germany
31,State-gov,287511,Doctorate,9,Married-spouse-absent,Tech-support,Other-relative,Asian-Pac-Islander,Female,9172,0,37,Laos
50,Federal-gov,367968,1st-4th,11,Married-AF-spouse,Farming-fishing,Not-in-family,Asian-Pac-Islander,Male,0,44,76,Cambodia
60,Self-emp-not-inc,334565,5th-6th,9,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,0,0,28,?
14,Federal-gov,305163,Some-college,11,Divorced,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0,0,26,Nicaragua
44,Self-emp-inc,63684,Some-college,9,Married-civ-spouse,Sales,Own-child,Asian-Pac-Islander,Male,0,367,47,Poland
24,Without-pay,558115,10th,10,Married-AF-spouse,Transport-moving,Other-relative,Amer-Indian-Eskimo,Female,0,578,26,Canada
38,Self-emp-inc,49185,HS-grad,11,Never-married,Craft-repair,Husband,Black,Male,9770,128,36,Ireland
35,Self-emp-inc,296531,Preschool,6,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,44,Dominican-Republic
22,Self-emp-not-inc,3191,Some-college,4,Divorced,Prof-specialty,Husband,Black,Male,5574,0,40,Vietnam
68,Local-gov,114493,Bachelors,14,Divorced,Other-service,Not-in-family,Amer-Indian-Eskimo,Male,7363,9,34,Japan
57,Local-gov,327194,11th,9,Widowed,Exec-managerial,Other-relative,White,Female,0,148,56,Poland
61,Private,236482,HS-grad,14,Married-AF-spouse,Sales,Not-in-family,Asian-Pac-Islander,Male,0,0,25,France
49,Never-worked,77003,5th-6th,8,Divorced,Tech-support,Other-relative,Asian-Pac-Islander,Male,0,270,21,China
22,?,170248,Doctorate,8,Separated,Protective-serv,Wife,Black,Female,0,0,38,Yugoslavia
28,Self-emp-not-inc,450239,Assoc-acdm,8,Never-married,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,4198,136,18,England
28,Federal-gov,295766,Doctorate,2,Separated,Adm-clerical,Husband,White,Female,2597,0,57,Cuba
44,Without-pay,64052,10th,8,Married-AF-spouse,Exec-managerial,Husband,White,Male,0,0,31,Thailand
39,Federal-gov,56447,Prof-school,15,Separated,Handlers-cleaners,Unmarried,Asian-Pac-Islander,Male,0,0,46,?
24,?,427898,Masters,12,Married-civ-spouse,Sales,Own-child,Other,Male,9833,133,36,United-States
21,Federal-gov,280374,Doctorate,9,Married-AF-spouse,Priv-house-serv,Own-child,Black,Male,16591,223,37,England
39,Self-emp-inc,308713,HS-grad,13,Married-AF-spouse,Farming-fishing,Other-relative,Black,Male,4656,614,55,Nicaragua
21,Without-pay,331568,Prof-school,10,Married-AF-spouse,Sales,Not-in-family,Asian-Pac-Islander,Female,9490,285,42,Holand-Netherlands
49,Local-gov,145992,9th,14,Divorced,Adm-clerical,Unmarried,Other,Male,9327,0,31,Canada
44,Local-gov,104632,7th-8th,9,Widowed,Farming-fishing,Own-child,Black,Male,12773,467,34,Haiti
47,?,204042,9th,9,Widowed,Priv-house-serv,Own-child,Black,Female,7885,0,27,Greece
56,?,96377,Prof-school,4,Married-AF-spouse,Armed-Forces,Unmarried,Other,Female,3334,139,31,Scotland
30,Self-emp-inc,242743,12th,7,Widowed,Other-service,Wife,White,Female,12429,108,32,Holand-Netherlands
41,Federal-gov,158216,Preschool,8,Separated,Farming-fishing,Not-in-family,Asian-Pac-Islander,Male,0,0,24,Holand-Netherlands
51,Without-pay,339449,10th,5,Never-married,Transport-moving,Husband,Amer-Indian-Eskimo,Female,0,61,34,Honduras
43,?,145264,Bachelors,12,Separated,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0,0,35,Mexico
60,Never-worked,176250,Assoc-voc,6,Married-AF-spouse,Farming-fishing,Not-in-family,White,Male,0,0,58,Holand-Netherlands
23,Self-emp-not-inc,421861,7th-8th,8,Married-spouse-absent,Other-service,Unmarried,Black,Male,0,0,55,Outlying-US(Guam-USVI-etc)
41,State-gov,328209,Bachelors,7,Separated,Armed-Forces,Wife,Other,Female,0,167,21,India
38,Self-emp-not-inc,144835,Bachelors,11,Separated,?,Not-in-family,Other,Male,7786,209,46,Portugal
20,Self-emp-inc,85552,HS-grad,15,Never-married,Machine-op-inspct,Other-relative,Amer-Indian-Eskimo,Female,7375,95,24,Ireland
31,Self-emp-inc,153486,HS-grad,10,Divorced,Priv-house-serv,Not-in-family,Amer-Indian-Eskimo,Female,0,0,51,India
15,State-gov,108961,Some-college,9,Divorced,Sales,Other-relative,Amer-Indian-Eskimo,Male,1385,0,54,Italy
26,Private,207617,Masters,10,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,0,354,54,Peru
12,Self-emp-not-inc,23827,Some-college,9,Separated,Adm-clerical,Wife,Amer-Indian-Eskimo,Female,21557,717,49,Columbia
26,State-gov,96090,7th-8th,11,Married-civ-spouse,Armed-Forces,Own-child,Asian-Pac-Islander,Female,4877,626,34,Portugal
33,Private,70327,9th,14,Divorced,Protective-serv,Wife,Asian-Pac-Islander,Male,17184,0,44,Dominican-Republic
33,Self-emp-not-inc,198782,HS-grad,10,Separated,Tech-support,Own-child,Black,Female,0,0,49,Jamaica
60,?,199685,11th,8,Divorced,Adm-clerical,Unmarried,Other,Female,0,0,26,India
49,Local-gov,216442,Some-college,10,Married-AF-spouse,Adm-clerical,Wife,Other,Male,4374,82,35,Iran
49,Federal-gov,418272,10th,8,Married-civ-spouse,Prof-specialty,Other-relative,Black,Female,0,0,35,Laos
30,Private,203540,Preschool,10,Never-married,Prof-specialty,Other-relative,Other,Female,784,0,47,Iran
28,?,227725,9th,11,Divorced,Protective-serv,Other-relative,Other,Female,3705,473,37,England
39,Private,224892,7th-8th,10,Divorced,Craft-repair,Unmarried,Amer-Indian-Eskimo,Female,0,0,53,Honduras
36,Without-pay,213964,12th,6,Married-AF-spouse,Protective-serv,Own-child,White,Male,0,415,39,?
38,Never-worked,15803,5th-6th,11,Married-AF-spouse,Craft-repair,Not-in-family,White,Male,0,490,21,South
21,Self-emp-not-inc,50685,HS-grad,10,Married-spouse-absent,Armed-Forces,Other-relative,Asian-Pac-Islander,Female,0,2,47,Italy
35,?,258976,Doctorate,14,Married-spouse-absent,Handlers-cleaners,Own-child,Black,Female,1843,584,32,Philippines
50,Private,120750,10th,11,Separated,Priv-house-serv,Not-in-family,Other,Male,3302,0,43,?
56,Private,148744,Some-college,12,Widowed,Machine-op-inspct,Own-child,Other,Female,72,0,28,China
31,Without-pay,244238,Masters,11,Never-married,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,8835,1,18,Guatemala
29,?,295151,5th-6th,11,Divorced,Sales,Wife,Other,Male,0,0,40,Mexico
39,Self-emp-inc,211312,HS-grad,12,Married-AF-spouse,Tech-support,Unmarried,White,Female,7915,0,34,Scotland
50,Self-emp-not-inc,277935,Bachelors,6,Never-married,Craft-repair,Other-relative,White,Female,5971,0,12,Mexico
42,Self-emp-inc,212344,5th-6th,10,Never-married,Farming-fishing,Husband,Asian-Pac-Islander,Male,10162,573,47,Hungary
25,Without-pay,214469,Some-college,7,Married-AF-spouse,Craft-repair,Wife,White,Female,0,310,15,Vietnam
26,Private,89734,Bachelors,9,Separated,Transport-moving,Wife,Black,Male,1094,0,59,England
43,State-gov,176902,5th-6th,11,Married-civ-spouse,Farming-fishing,Unmarried,Other,Male,0,8,28,Canada
44,Federal-gov,-20927,Some-college,8,Married-civ-spouse,Tech-support,Wife,White,Male,8381,223,13,United-States
45,?,56817,Assoc-voc,11,Married-AF-spouse,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Male,0,0,35,Taiwan
34,State-gov,226223,Assoc-voc,13,Widowed,Priv-house-serv,Other-relative,Amer-Indian-Eskimo,Male,0,0,60,South
56,Private,312076,HS-grad,14,Widowed,Priv-house-serv,Unmarried,Black,Male,0,678,46,Haiti
43,Federal-gov,149897,Doctorate,9,Separated,Tech-support,Wife,Black,Female,4317,0,50,Canada
66,Private,347940,11th,8,Married-civ-spouse,Craft-repair,Own-child,Black,Female,809,0,47,Portugal
68,Self-emp-inc,185460,Prof-school,8,Widowed,Adm-clerical,Unmarried,Black,Male,0,132,29,Philippines
4,Without-pay,203374,HS-grad,11,Married-spouse-absent,Farming-fishing,Wife,Black,Male,2919,2,63,El-Salvador
44,Without-pay,291569,12th,11,Separated,Priv-house-serv,Not-in-family,Asian-Pac-Islander,Male,9508,0,35,Ireland
23,State-gov,252733,Assoc-acdm,13,Never-married,Armed-Forces,Own-child,White,Male,0,954,53,Scotland
44,Self-emp-inc,129610,Some-college,8,Widowed,Handlers-cleaners,Wife,Amer-Indian-Eskimo,Male,1356,103,33,Holand-Netherlands
41,Without-pay,260500,Assoc-voc,12,Separated,Craft-repair,Other-relative,Amer-Indian-Eskimo,Female,0,204,46,United-States
62,Federal-gov,77153,10th,7,Married-civ-spouse,?,Husband,White,Male,0,337,50,Hong
46,Self-emp-not-inc,237065,12th,10,Married-civ-spouse,?,Unmarried,Black,Female,10030,392,50,Italy
48,Self-emp-not-inc,92310,Assoc-voc,9,Divorced,Priv-house-serv,Unmarried,Other,Female,0,707,49,Laos
41,Self-emp-not-inc,302206,Preschool,14,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Male,0,0,52,Ireland
54,Never-worked,88879,Masters,10,Never-married,Transport-moving,Unmarried,Asian-Pac-Islander,Male,0,374,40,Nicaragua
54,Private,277890,7th-8th,12,Widowed,Other-service,Unmarried,Black,Male,5475,0,32,Puerto-Rico
35,Without-pay,197622,Bachelors,10,Separated,Handlers-cleaners,Other-relative,Other,Male,7407,0,53,France
31,Self-emp-inc,284041,12th,8,Never-married,Protective-serv,Wife,Amer-Indian-Eskimo,Female,0,104,50,Jamaica
41,Self-emp-not-inc,96436,5th-6th,14,Divorced,Sales,Wife,Asian-Pac-Islander,Male,0,223,47,El-Salvador
33,Never-worked,-26133,Prof-school,8,Widowed,Transport-moving,Unmarried,Asian-Pac-Islander,Female,1004,0,45,Puerto-Rico
56,Federal-gov,260408,Doctorate,10,Divorced,Handlers-cleaners,Other-relative,Asian-Pac-Islander,Male,0,0,38,Taiwan
46,Local-gov,244940,Doctorate,9,Married-spouse-absent,Tech-support,Unmarried,Amer-Indian-Eskimo,Female,3707,0,20,Iran
59,?,174997,5th-6th,14,Married-AF-spouse,Craft-repair,Other-relative,White,Male,25528,0,19,Haiti
67,?,72718,Prof-school,7,Married-AF-spouse,Craft-repair,Wife,White,Female,0,265,33,Outlying-US(Guam-USVI-etc)
63,?,444612,Assoc-acdm,13,Separated,Armed-Forces,Own-child,Amer-Indian-Eskimo,Female,4498,0,44,Peru
27,Federal-gov,161458,Prof-school,13,Divorced,?,Unmarried,Other,Male,9564,243,34,Germany
49,Federal-gov,185663,9th,12,Married-civ-spouse,Farming-fishing,Husband,White,Female,0,495,48,Ecuador
51,Self-emp-not-inc,289839,9th,15,Divorced,Protective-serv,Unmarried,White,Female,7221,584,68,Taiwan
42,Self-emp-inc,253014,HS-grad,8,Married-civ-spouse,?,Husband,Asian-Pac-Islander,Female,1759,36,40,Mexico
35,Local-gov,91638,Some-college,8,Married-civ-spouse,Farming-fishing,Other-relative,Asian-Pac-Islander,Male,21382,0,34,?
30,Never-worked,173280,Preschool,11,Married-spouse-absent,Priv-house-serv,Husband,White,Female,0,0,42,Cambodia
52,Private,208240,Bachelors,6,Widowed,Priv-house-serv,Unmarried,Amer-Indian-Eskimo,Male,12624,496,25,Portugal
33,Local-gov,177836,10th,9,Widowed,Adm-clerical,Husband,White,Male,0,14,31,Yugoslavia
28,State-gov,160341,Prof-school,12,Married-spouse-absent,Farming-fishing,Own-child,Amer-Indian-Eskimo,Female,0,0,46,Outlying-US(Guam-USVI-etc)
43,Without-pay,386470,Some-college,12,Married-civ-spouse,?,Not-in-family,Black,Male,0,270,42,El-Salvador
44,?,190515,Assoc-voc,6,Married-civ-spouse,Transport-moving,Wife,Other,Male,0,0,44,Cambodia
38,Federal-gov,270015,HS-grad,13,Never-married,Machine-op-inspct,Other-relative,Amer-Indian-Eskimo,Female,9525,0,40,France
68,Self-emp-not-inc,393796,1st-4th,13,Married-spouse-absent,Protective-serv,Other-relative,White,Male,0,821,50,India
27,Without-pay,-31163,Masters,12,Married-spouse-absent,Prof-specialty,Own-child,Other,Female,0,154,61,Germany
35,Without-pay,90350,Prof-school,7,Divorced,Transport-moving,Unmarried,Black,Female,15048,667,29,Outlying-US(Guam-USVI-etc)
35,Federal-gov,205849,Prof-school,10,Never-married,Handlers-cleaners,Not-in-family,Other,Male,9766,23,56,Canada
29,Federal-gov,424289,Doctorate,7,Divorced,Protective-serv,Own-child,Asian-Pac-Islander,Female,0,45,37,Jamaica
